Review_ID,review_number,review_date,review_ratings,reviews.title
1789,1,2018-08-27T16:47:43Z,,Best Boutique Hotel in Key West!
1790,5,2018-08-27T16:47:43Z,"4.5,3,4,3.5,4,4.5,4.5,4,4,4,4.5,4",would return
1791,1,2018-08-27T16:47:43Z,,We Play Naughty and Sleep Saintly alright!!
1792,1,2018-08-27T16:47:43Z,,"Excellent Hotel, Friendly staff and great location"
1793,1,2018-08-27T16:47:43Z,,"Location, location, location!"
1794,1,2018-08-27T16:47:43Z,,Two thumbs up
1795,8,2018-08-27T16:47:43Z,"4.5,3,3.5,3.5,4.5,4.5,4,4.5,4,4,3.5",Happy Hour and more
1796,1,2018-08-27T16:47:43Z,,Pool was the best part
1797,1,2018-08-27T16:47:43Z,,Quaint boutique hotel slap bang downtown
1798,1,2018-08-27T16:47:43Z,"3,3,4,3.5,5,4.5,4.5,4,4.5,4.5,4.5,4.5",A Must See Hotel....an Attraction
1799,3,2018-08-27T16:47:43Z,"4,4.5,4.5,4,4.5,4,4.5,4.5,4.5,4,4,5",Ultra Modern
1800,1,2018-08-27T16:47:43Z,,Best Location in Key West
1801,1,2018-08-27T16:47:43Z,,Engagement Trip
1802,9,2018-08-27T16:47:43Z,,Awesome place
1803,1,2018-08-27T16:47:43Z,"4.5,4.5,4.5,4,4,4.5,4,4,4.5,4,4,4",Cool Vibe Central Location
1804,1,2018-08-27T16:47:43Z,,Heavenly Stay
1805,26,2018-08-27T16:47:43Z,,Respite in the Heart of the Action
1806,0,2018-08-27T16:47:43Z,,Amazing hotel experience in a prime location
1807,2,2018-08-27T16:47:43Z,"4.5,4.5,2.5,5,4.5,4,4.5,4.5,4.5,4.5,4.5,4",Smallest room I've ever had
1808,2,2018-08-27T16:47:43Z,,A quirky unusual place to stay
1809,1,2018-08-27T16:47:43Z,"3.5,3.5,2,3.5,4,4,4,4.5,4.5,4.5,4.5",What a gem!!!
1810,1,2018-08-27T16:47:43Z,,Bad mistake
1811,1,2018-08-27T16:47:43Z,"4,3,5,4,5,3,5,4,4,4,4",Wonderful location!
1812,1,2018-08-27T16:47:43Z,,Great place to stay!
1813,12,2018-08-27T16:47:43Z,,Wonderful stay...
1814,0,2018-08-27T16:47:40Z,"4.5,4.5,4.5,4,4,4.5,4,4.5,4.5,4,4,4","Pleasant stay, but could use a facelift"
1815,1,2018-08-27T16:47:40Z,,Just OK
1816,0,2018-08-27T16:47:40Z,"3,4,4.5,3,5,5,4.5,4.5,3.5,4",Doesn't look like Vegas.
1817,2,2018-08-27T16:47:40Z,,Best Place Ever
1818,3,2018-08-27T16:47:40Z,"5,4.5,5,3.5,4.5,4,4,4,4.5,4.5,4.5,4.5",Great place- nice people!
1819,1,2018-08-27T16:47:40Z,,Our team strives to provide service that makes every guest feel at home
1820,1,2018-08-27T16:47:40Z,,Nice Casino/Terrible Management
1821,1,2018-08-27T16:47:40Z,,Suncoast Hotel mixed review
1822,2,2018-08-27T16:47:40Z,,coffee shop food sucks/ buffet service bad
1823,1,2018-08-27T16:47:40Z,"3.5,4.5,4.5,4.5,4,4,4,4,5",Las Vegas - Way out West!
1824,2,2018-08-27T16:47:40Z,,Great value
1825,1,2018-08-27T16:47:40Z,,Far From Strip but Nice
1826,3,2018-08-27T16:47:40Z,,"What a great place for kids, exceptional offstrip value"
1827,1,2018-08-27T16:47:40Z,,Great for the Family
1828,1,2018-08-27T16:47:40Z,,Best Kept Secret !
1829,1,2018-08-27T16:47:40Z,"4,3.5,3.5,4,4.5,5,4.5,4.5,4.5,4,3.5,4","Not bad, with improvements under way"
1830,17,2018-08-27T16:47:40Z,"3.5,3.5,4,3.5,4.5,4,4,4.5,4,4.5,4,4",A 3 day Journey to get there but worth it
1831,17,2018-08-27T16:47:40Z,"4.5,4,4.5,4.5,4.5,4.5,3.5,4.5,4.5,4.5,4,4",Home Away From Home
1832,1,2018-08-27T16:47:40Z,"3.5,5,3.5,3,3.5,4.5,5,4.5,4.5,4.5,4.5",Great place away from the insanity of the Strip!
1833,3,2018-08-27T16:47:40Z,"3,3,3.5,4,4,5,5,4.5,4.5,4.5,4.5,4.5",Suncoast Hotel Casino is a great value in Las Vegas!
1834,0,2018-08-27T16:47:40Z,"4.5,3,3.5,3.5,4.5,4.5,4,5,4.5,4,4,3",Wii admit when I'm wrong!
1835,1,2018-08-27T16:47:40Z,,Very nice hotel
1836,1,2018-08-27T16:47:40Z,,Fun Times
1837,1,2018-08-27T16:47:40Z,,Next time will stay somewhere else
1838,6,2018-08-27T16:47:40Z,,A Walk Back in Time
1839,1,2018-08-27T16:47:40Z,,Lovely place!
1840,1,2018-08-27T16:47:40Z,,"Honestly, surprising aside from the smoky casino"
1841,1,2018-08-27T16:47:40Z,,Everything you could want in a hotel and casino
1842,2,2018-08-27T16:47:40Z,,Home away from home
1843,1,2018-08-27T16:47:40Z,,Not A Happy Guest
1844,2,2018-08-27T16:47:40Z,,Enjoyed our stay
1845,13,2018-08-27T16:47:40Z,"4,4.5,4.5,4,4.5,5,4.5,4.5,4.5,4,4.5,4",Nice Off the Strip Hotel
1846,11,2018-08-27T16:47:40Z,"4,4,4,3.5,5,4,4,5,4.5,4,4,4",Great stay
1847,1,2018-08-27T16:47:40Z,"3.5,3,3.5,3,4.5,4.5,4,4.5,4.5,4.5,4.5,4.5",Fantastic room with a view!
1848,29,2018-08-27T16:47:40Z,,Seeking sunshine
1849,1,2018-08-27T16:47:40Z,,Wonderful family hotel for Las Vegas
1850,10,2018-08-27T16:47:40Z,,For the price...WOW!
1851,1,2018-08-27T16:47:40Z,,Comfortable an affordable
1852,1,2018-08-27T16:47:40Z,,Great Off-Strip Hotel
1853,24,2018-08-27T16:47:40Z,"4,4,3.5,4,5,4,4,4.5,4,4,4",Off the beaten path but very nice!
1854,2,2018-08-27T16:47:40Z,,Decent hotel. Nothing fancy. Just the basics
1855,1,2018-08-27T16:47:40Z,,more for your money!!!!!
1856,2,2018-08-27T16:47:40Z,,Clean but Smelly
1857,1,2018-08-27T16:47:40Z,,Great meeting facility
1858,1,2018-08-27T16:47:40Z,"3.5,3,3,3.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4","great hotel, lovely rooms with great views"
1859,0,2018-08-27T16:47:40Z,"4.5,4,4.5,4.5,4,4,4.5,4.5,4.5,4.5,4.5,4",Great View of Golf Course Mountains
1860,3,2018-08-27T16:47:40Z,"4.5,4,4,3.5,5,4,4.5,4,4,4,4.5,3.5",Great place!
1861,5,2018-08-27T16:47:40Z,,Beware!
1862,10,2018-08-27T16:47:40Z,,EXCELLENT VALUE FOR YOUR MONEY
1863,2,2018-08-27T16:47:40Z,,Repeat Customers
1864,1,2018-08-27T16:47:40Z,,Great Place away from Noisy strip
1865,1,2018-08-27T16:47:40Z,"5,5,4,3.5,4,4,4.5,4.5,4.5,4.5,4","loved it ,"
1866,1,2018-08-27T16:47:40Z,,a walk through the casino
1867,18,2018-08-27T16:47:40Z,"4,4.5,4.5,4.5,4.5,4,3.5,4,4.5,4.5,4.5,4",Unexpected pleasure!
1868,1,2018-08-27T16:47:40Z,,Who Maid the Bed
1869,4,2018-08-27T16:47:40Z,,Quiet off the strip hotel
1870,1,2018-08-27T16:47:40Z,,Edc weekend 2017
1871,1,2018-08-27T16:47:40Z,,Last year for annual Suncoast stay
1872,1,2018-08-27T16:47:38Z,"3.5,3,4.5,4.5,5,4,4,4.5,5,4.5,3,5",Horrible
1873,1,2018-08-27T16:47:38Z,,Consider a better hotel
1874,1,2018-08-27T16:47:38Z,,"Could have been worse, just ok"
1875,1,2018-08-27T16:47:38Z,"4,4.5,3.5,4,3.5,4.5,4,4.5,4.5",Great experience!
1876,2,2018-08-27T16:47:38Z,,bad customer service
1877,1,2018-08-27T16:47:37Z,,BE CAREFUL DO NOT STAY HERE
1878,1,2018-08-27T16:47:37Z,"4,3.5,3.5,3,4,4.5,4.5,4,4.5,4.5,3.5,4.5",You get what you pay for
1879,7,2018-08-27T16:47:36Z,,Cubs retreat!
1880,4,2018-08-27T16:47:36Z,,Perfect Location !!
1881,1,2018-08-27T16:47:36Z,,Nice neighborhood
1882,1,2018-08-27T16:47:36Z,,Noisy hotel
1883,2,2018-08-27T16:47:36Z,,Nice room
1884,15,2018-08-27T16:47:36Z,"4,3.5,4,4,4,4,4.5,4.5,4.5,4,4,4",Extremely basic
1885,1,2018-08-27T16:47:36Z,,Amazing hotel
1886,1,2018-08-27T16:47:36Z,,Two bathroom kitchenette suite
1887,3,2018-08-27T16:47:36Z,,Dilemma Value/Location Vs Lack of Sleep
1888,1,2018-08-27T16:47:36Z,,Excellent location
1889,2,2018-08-27T16:47:36Z,,If you want to save money stay here!
1890,7,2018-08-27T16:47:36Z,"4.5,4,4,4.5,4.5,4,4.5,4,4,4,4,4",Nostalgia in modern Chicago
1891,5,2018-08-27T16:47:36Z,"4.5,5,4.5,4.5,5,5,4.5,4.5,4.5,4.5,4,4",Really nice for very little
1892,1,2018-08-27T16:47:36Z,,Perfect first time visit to Chicago
1893,4,2018-08-27T16:47:36Z,"5,3.5,3,3.5,5,5,4.5,4.5,4.5,4.5",weekend getaway
1894,11,2018-08-27T16:47:36Z,"3.5,4.5,4,4.5,4,4,4,4.5,4,4.5,4",Awesome hotel location.
1895,8,2018-08-27T16:47:36Z,"4,4,4,4,4.5,4,4.5,4.5,4.5,4.5,4,3.5",Fantastic Location!
1896,1,2018-08-27T16:47:36Z,,Try River Hotel!!! You'll be glad you did!!
1897,1,2018-08-27T16:47:36Z,,Previous reviews generally correct
1898,1,2018-08-27T16:47:36Z,,good hotel in excellent location
1899,1,2018-08-27T16:47:36Z,,BED BUGS
1900,2,2018-08-27T16:47:36Z,,Stay here if you don't mind crappy service
1901,1,2018-08-27T16:47:36Z,,Good enough
1902,1,2018-08-27T16:47:36Z,,Excellent and good value for money
1903,1,2018-08-27T16:47:36Z,,"Great location, small but comfy rooms"
1904,9,2018-08-27T16:47:36Z,,River Hotel Review
1905,7,2018-08-27T16:47:36Z,,"Nice Clean Hotel, Great Location, but Rigid Policies"
1906,1,2018-08-27T16:47:36Z,,Amazing Hotel
1907,3,2018-08-27T16:47:36Z,,"Overpriced, teeny, tiny rooms"
1908,3,2018-08-27T16:47:36Z,,Great Spring Break 2018!!!
1909,3,2018-08-27T16:47:36Z,"4.5,5,4.5,4.5,4.5,5,4,4.5,4.5,4.5,4",Great Stay!
1910,1,2018-08-27T16:47:36Z,,Gir's weekend
1911,5,2018-08-27T16:47:36Z,"4.5,4.5,4,4.5,4.5,4,4,4,4,4,4,4","Excellent hotel, excellent location!"
1912,2,2018-08-27T16:47:36Z,,Another wonderful stay
1913,2,2018-08-27T16:47:36Z,,Did we just get lucky
1914,1,2018-08-27T16:47:36Z,,Spectacular view and wonderful Service :)
1915,3,2018-08-27T16:47:36Z,,Some things right... so many things wrong
1916,17,2018-08-27T16:47:36Z,"4,4,4.5,4.5,5,5,4,4.5,4,4,4.5","Great Location, Tiny Rooms"
1917,1,2018-08-27T16:47:36Z,,Great Stay! Thanks Virginia!
1918,4,2018-08-27T16:47:36Z,,Just perfect
1919,1,2018-08-27T16:47:36Z,,Wonderful
1920,1,2018-08-27T16:47:36Z,"4,4.5,4.5,4,5,3.5,4,4,4.5,4",small clean room
1921,3,2018-08-27T16:47:36Z,,Absolutely perfect for my needs
1922,1,2018-08-27T16:47:36Z,,Nice Place To Lay Your Head for the pricr
1923,1,2018-08-27T16:47:36Z,,Wonderful hotel!
1924,3,2018-08-27T16:47:36Z,,Great Hotel in a perfect location
1925,2,2018-08-27T16:47:36Z,"4.5,4.5,3.5,3,4.5,5,4.5,4.5,4.5,4.5,4,4","Great location, good hotel"
1926,2,2018-08-27T16:47:36Z,,nice hotel for a great price
1927,1,2018-08-27T16:47:36Z,,Perfect!
1928,1,2018-08-27T16:47:36Z,"4,4,4,3,4,5,3,4.5,4.5,4,4.5",Location Location Location
1929,3,2018-08-27T16:47:36Z,"3,3,4,3.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,5",Great Location
1930,102,2018-08-27T16:47:36Z,"4,4.5,2.5,4,5,5,4,4.5,4.5,4,5","Comfy, clean, great river view, loved it.."
1931,805,2018-08-27T16:47:36Z,"4.5,3.5,4,3.5,2.5,4,4,4.5,4.5,3.5,3.5","Cool place, great staff!"
1932,1,2018-08-27T16:47:36Z,,"Stylish rooms, excellent staff, excellent location"
1933,85,2018-08-27T16:47:36Z,"4,4.5,4,4.5,4.5,4,4.5,4,4.5,4.5,4.5,3.5","Great hotel, best value, awesome location"
1934,26,2018-08-27T16:47:36Z,"4.5,4.5,4.5,4,4.5,4.5,4.5,4.5,4,4,5",Worst hotel ever
1935,2,2018-08-27T16:47:36Z,,Not yet ready for business travellers
1936,4,2018-08-27T16:47:36Z,"4,3.5,3.5,4,4.5,4.5,4.5,4.5,4.5,4,4.5,4.5",Nice apartment hotel
1937,10,2018-08-27T16:47:36Z,"4.5,4,4,4,4.5,4,4,4.5,5,4.5,3",Annoying Traveldesk
1938,1,2018-08-27T16:47:36Z,,Relax and enjoy the city
1939,0,2018-08-27T16:47:36Z,"3,2,4.5,5,4,4.5,4.5,4.5,4.5,4.5",Great place to stay while visiting San Fran
1940,1,2018-08-27T16:47:36Z,,Quiet and eclean hotel
1941,1,2018-08-27T16:47:36Z,,Wont stay here again and its a shame
1942,1,2018-08-27T16:47:36Z,,Better Than An Ordinary Room!
1943,1,2018-08-27T16:47:36Z,,Nice Value...but
1944,4,2018-08-27T16:47:36Z,,Do you want a time share?
1945,3,2018-08-27T16:47:31Z,,Location Location Location
1946,40,2018-08-27T16:47:31Z,"4.5,4,3.5,4.5,4.5,4.5,4.5,4,4,4.5,4.5",Best deal in downtown Atlanta
1947,1,2018-08-27T16:47:31Z,,Basic. Basic. Basic.
1948,2,2018-08-27T16:47:31Z,,Top tier Motel 6 in a great location
1949,1,2018-08-27T16:47:31Z,,Efficient and great value
1950,10,2018-08-27T16:47:31Z,,"Great Location, Great Rooms - JUST NOISY!"
1951,3,2018-08-27T16:47:31Z,,Do Yourself a Favor and Stay At Another Hotel!
1952,1,2018-08-27T16:47:31Z,,Excellent value for money!
1953,5,2018-08-27T16:47:31Z,,Consistency is key..had better experiences until today.
1954,1,2018-08-27T16:47:31Z,,Nice central hotel
1955,1,2018-08-27T16:47:31Z,,"Rooms as nice as Hilton, third of the cost. Same location. Missing only nice lobby and toiletries."
1956,1,2018-08-27T16:47:30Z,,Always a pleasant stay
1957,3,2018-08-27T16:47:30Z,,Last room at the Inn
1958,1,2018-08-27T16:47:30Z,,Free airport parking and a great bed
1959,5,2018-08-27T16:47:30Z,,NICE PLACE TO STAY IF AT REDUCED RATE
1960,1,2018-08-27T16:47:30Z,,Great service and amenities with excellent value for the charge!
1961,2,2018-08-27T16:47:30Z,,Great airport hotel
1962,2,2018-08-27T16:47:30Z,,Just okay. Good food and nice staff though.
1963,1,2018-08-27T16:47:30Z,,worst hotel customer service
1964,6,2018-08-27T16:47:30Z,,Quiet and clean with good service
1965,1,2018-08-27T16:47:30Z,,Best customer service!
1966,1,2018-08-27T16:47:30Z,,Amazing hotel! We always check for Drury Inns when we travel now!
1967,2,2018-08-27T16:47:30Z,,Just what was needed
1968,5,2018-08-27T16:47:30Z,,Marginal
1969,3,2018-08-27T16:47:30Z,"3.5,3.5,4,3,4,5,4,4.5,4.5,4.5,4",GOOD EXPERIENCE!!
1970,2,2018-08-27T16:47:30Z,"4,4.5,3.5,3.5,4.5,4,4,4.5,4.5,4.5,4.5,4.5",Definitely recommend
1971,2,2018-08-27T16:47:30Z,,Not One Negative Thing to Say
1972,3,2018-08-27T16:47:30Z,"5,4.5,4,5,4.5,4,4,4.5,4.5,4.5,4.5,4.5",highly reccomend Drury
1973,2,2018-08-27T16:47:30Z,,Absolutely would stay again
1974,1,2018-08-27T16:47:30Z,"4.5,4,3.5,3.5,4,4,4.5,4.5,4,4,4.5,4",Do not get park and fly!
1975,151,2018-08-27T16:47:30Z,"4,4.5,4,4.5,4.5,4,4,4.5,4.5,4.5,4",Just what was needed
1976,3,2018-08-27T16:47:30Z,,The people are awesome
1977,3,2018-08-27T16:47:30Z,,The Worst Drury Accommodations Thus Far
1978,3,2018-08-27T16:47:30Z,"4.5,4,5,4.5,4.5,4,4,5,4.5,4.5,4.5,4.5",Nice room and great staff!
1979,7,2018-08-27T16:47:30Z,"3,3.5,4.5,3.5,4.5,4.5,4.5,4.5,4,4,4,4",The only time TA ever let me down
1980,1,2018-08-27T16:47:30Z,,Great stay and parking free
1981,1,2018-08-27T16:47:30Z,"3.5,4,3.5,4,4.5,4.5,4,4,4,4,4.5,3.5",Cockroach with no assistance
1982,1,2018-08-27T16:47:30Z,"4.5,3,4.5,3,4.5,4.5,4.5,4,4,4,4,4.5",Great Value
1983,5,2018-08-27T16:47:30Z,,Near the airport
1984,4,2018-08-27T16:47:30Z,,Recommend! Staff is very welcoming!!! Will stay here again!
1985,3,2018-08-23T20:48:09Z,,Better late than never
1986,1,2018-08-20T15:51:34Z,"4.5,4,4,3.5,3,4,4.5,4.5,4.5,5",nice staff
1987,1,2018-08-12T14:14:16Z,,Fantastic Hotel
1988,3,2018-08-12T14:14:16Z,,Fine for a night. Good price and location.
1989,11,2018-08-12T14:14:16Z,"4.5,3.5,4,4.5,4.5,4,4.5,4,4.5,4.5,4,4.5","not the best, but reasonable"
1990,1,2018-08-12T14:14:16Z,,Good place !!
1991,1,2018-08-12T14:14:16Z,,Great Location
1992,1,2018-08-12T14:14:16Z,,good hotels
1993,6,2018-08-12T14:14:16Z,,One night at the Clarion
1994,7,2018-08-12T14:14:16Z,,Awesome experience
1995,1,2018-08-12T14:14:16Z,"3.5,4.5,4,4,4,4,4,4,4.5,4.5",Terrific
1996,1,2018-08-12T14:14:16Z,,stinky room
1997,1,2018-08-12T14:14:16Z,,Met our expectations
1998,1,2018-08-12T14:14:16Z,"4,3.5,4,4.5,4,4.5,4,4.5,4,4,4.5,4",It is a good value and close to Midway Airport.
1999,1,2018-08-12T14:14:16Z,,Close to Midway airport
2000,0,2018-08-12T14:14:16Z,"4,3.5,3.5,3.5,4.5,4.5,4,4,4.5,4.5,3.5,4.5",Not very good
2001,1,2018-08-12T14:14:16Z,,Very happy
2002,1,2018-08-12T14:14:16Z,,Over Priced
2003,1,2018-08-12T14:14:16Z,,Clarion experience
2004,10,2018-08-12T14:14:16Z,,Excellent for CTA Orange Line Midway location.
2005,4,2018-08-12T14:14:16Z,,Decent hotel near Chicago Midway
2006,3,2018-08-12T14:14:16Z,,Clarion Hotel
2007,1,2018-08-12T14:14:16Z,,It was very close to the airport
2008,1,2018-08-12T14:14:16Z,,Convenient choice by Midway Airport
2009,0,2018-07-26T20:14:53Z,,Locarion
2010,102,2018-07-26T20:14:53Z,"5,4.5,4.5,3.5,4,4,4.5,4.5,4.5,4.5,4.5",2 night stopover
2011,1,2018-07-26T20:14:53Z,,The worst customer service I ever had.
2012,1,2018-07-26T20:14:53Z,,I liked the hotel and the area.
2013,2,2018-07-26T20:14:53Z,,Enjoyed our stay
2014,3,2018-07-26T20:14:53Z,,Located on a quiet street
2015,2,2018-07-26T20:14:53Z,,The staff was really nice they allowed me to early check in...
2016,1,2018-07-26T20:14:53Z,,Close to the beach.
2017,1,2018-07-26T20:14:53Z,,Don't hesitate. Just go!
2018,2,2018-07-26T20:14:53Z,,James an Mike were great.
2019,6,2018-07-26T20:14:53Z,,Art deco gem in South Beach at reasonable rate with awesome steam shower!
2020,0,2018-07-26T20:14:53Z,,A great stay for a great price!
2021,1,2018-07-26T20:14:53Z,,a great location to explore South Beach and Miami
2022,2,2018-07-26T20:14:53Z,,Great location for South Beach stays
2023,4,2018-07-26T20:14:53Z,,Basic hotel at a convenient location.
2024,4,2018-07-26T20:14:53Z,,Great location and friendly staff
2025,7,2018-07-26T20:14:53Z,,Not an 8.3 rating at all
2026,2,2018-07-26T20:14:53Z,,Awesome
2027,0,2018-07-26T20:14:53Z,,Great little spot in the heart of South Beach.
2028,2,2018-07-26T20:14:53Z,,Coffee machine available at all the time free.
2029,1,2018-07-26T20:14:53Z,,Location
2030,5,2018-07-26T20:14:53Z,,Both attitude and cleanliness could be better. Stained carpet and cobwebs.
2031,1,2018-07-26T20:14:53Z,,Wonderful time
2032,16,2018-07-26T20:14:53Z,"4.5,3.5,3.5,4.5,4,4.5,4,4.5,4.5,4,4","Comfortable room, but watch your head."
2033,1,2018-07-26T20:14:53Z,,Bad experience
2034,20,2018-07-26T20:14:53Z,,"Enjoyed my stay, but i feel as though i overpaid."
2035,7,2018-07-26T20:14:53Z,,Would not stay there again.
2036,1,2018-07-26T20:14:53Z,,Loved room and staff. Worth money!
2037,13,2018-07-26T20:14:53Z,"4.5,4,4.5,4,4,4.5,4,4.5,4.5,4.5,4,4",Nice staff
2038,4,2018-07-26T20:14:53Z,,We were a bit disappointed for the quality of the hotel.
2039,2,2018-07-26T20:14:53Z,,The perfect Location
2040,2,2018-07-26T20:14:53Z,"4.5,5,3.5,4.5,4,4.5,4.5,4.5,4,4,4",Nice clean and quiet
2041,2,2018-07-26T20:14:53Z,"5,4,3.5,4.5,5,5,4.5,4.5,4.5,4,4,4",Just skip it
2042,2,2018-07-26T20:14:53Z,,2 night stopover
2043,1,2018-07-26T20:14:27Z,,Beautiful Hotel
2044,1,2018-07-26T20:14:27Z,,Perfect location for a great price!
2045,1,2018-07-20T18:16:33Z,,Very nice place to stay
2046,9,2018-07-20T18:16:32Z,,clean rooms
2047,1,2018-07-20T18:16:32Z,,A Peaceful Evening
2048,1,2018-07-20T18:16:32Z,,Home Away from Home
2049,4,2018-07-20T18:16:32Z,,Going back
2050,5,2018-07-20T18:16:32Z,,Halloween 2015
2051,1,2018-07-20T18:15:59Z,"4,4.5,3.5,3.5,4.5,4,4,4.5,4.5,4.5,4.5,4.5",Good Stay
2052,8,2018-07-20T18:14:53Z,"4.5,5,4.5,4.5,4,3.5,4,4.5,4.5,4,4","Nice hotel, great staff!"
2053,5,2018-07-20T18:14:53Z,"3,3,4,3.5,5,4.5,4,4,4.5,4.5,4.5,4.5",Loved it!!
2054,2,2018-07-20T18:13:49Z,,Perfect!
2055,4,2018-07-20T18:13:18Z,,Great stay
2056,7,2018-07-20T18:13:00Z,,Weekend visit
2057,1,2018-07-20T18:13:00Z,,Probably my last stay
2058,6,2018-07-20T18:12:57Z,,Great Hotel and Staff!
2059,16,2018-07-20T18:12:51Z,"4.5,3.5,4.5,3,4,4,4,5,4.5,4.5,3",recent stay
2060,1,2018-07-20T18:12:51Z,,Always excellent
2061,2,2018-07-20T18:12:51Z,,Trap shoot
2062,1,2018-07-20T18:12:51Z,,Excellent Service and Staff
2063,334,2018-07-20T18:12:51Z,"4,4,3.5,4,4.5,5,4,4.5,4,4,4",It served its purpose
2064,3,2018-07-03T12:14:19Z,,Everything was excellent
2065,2,2018-07-03T12:14:19Z,,Mom
2066,1,2018-07-03T12:13:12Z,"4,4,4,4.5,3.5,3,5,4.5,4,4.5,4",Clean and Spacious
2067,1,2018-07-03T12:13:12Z,,Most beautifull view
2068,1,2018-07-03T12:13:12Z,"3,4,4,4.5,4,4,4,4.5,4.5,4.5,4",Amazing Front Desk Agent
2069,1,2018-07-03T12:13:12Z,,"Comfy room, good breakfast and helpful staff"
2070,1,2018-07-02T18:00:04Z,"5,3.5,4,3,4,5,4.5,4.5,4.5,4.5,4.5,4.5","Bugs, Bad Service, and Bad Price."
2071,7,2018-07-02T17:58:32Z,,"Great hotel, AMAZING service!"
2072,1,2018-07-02T17:58:32Z,"5,3.5,3.5,3,4,5,3,4.5,4.5,4.5,4.5",Very comfortable and good location
2073,2,2018-07-02T17:58:32Z,,Dodge City Hampton Inn Suites
2074,1,2018-07-02T17:58:32Z,"3,4,3.5,4.5,4,4,4,4.5,4,4",Great Hotel
2075,1,2018-07-02T17:58:32Z,,Would give a solid 10 if it were not because of doors noise from adjacent rooms.
2076,1,2018-07-02T17:58:32Z,,enjoyable stay
2077,1,2018-07-02T17:58:13Z,,Great Stay
2078,1,2018-07-02T17:57:27Z,"4,3.5,4.5,4.5,4.5,4,4,4,4.5,4.5,4.5,4","Perfect Getaway, Everything We Needed"
2079,1,2018-07-02T17:57:27Z,,"Cozy, great views, but overpriced, cabins need some updating, and inflexible (unfair) policies"
2080,1,2018-07-02T17:57:27Z,"4.5,5,3.5,3,4,4,4.5,4,4.5,4.5,4,4",Cabin Getaway
2081,6,2018-07-02T17:57:27Z,"4,4,4.5,2.5,5,4.5,4,4.5,4",Cozy Cabin
2082,1,2018-07-02T17:57:27Z,"4,3.5,4.5,3.5,4.5,4.5,4.5,4.5,4.5,3.5,4.5,4",We had a wonderful 1 night stay
2083,1,2018-07-02T17:57:18Z,"4,3.5,3.5,4,4.5,4.5,4.5,5,4,4.5,4,3.5",FREE wireless network! FREE HBO! FREE phone calls! FREE parking!
2084,1,2018-07-02T13:23:49Z,,Best Hotel in Cherokee
2085,2,2018-07-02T13:23:49Z,,Return trip home
2086,1,2018-07-01T21:28:06Z,,Pleased
2087,1,2018-07-01T21:25:22Z,"4.5,4,4.5,4,4,4,4.5,4,4,4,4.5,4",Excellent Stay Dennis was the best!!
2088,1,2018-07-01T21:25:22Z,,Pleasant Stay
2089,4,2018-07-01T21:25:22Z,,"Clean, Efficient Hotel - Falls Short in Some Areas"
2090,1,2018-07-01T21:25:22Z,"4.5,4.5,4,4,4.5,4,4,4,4.5,5,3,4.5",We would definitely come back
2091,2,2018-07-01T21:25:22Z,"4,4.5,4.5,3.5,4,4,2,4.5,4,4,4.5",Delighted
2092,2,2018-07-01T18:39:58Z,,Economical Jewel
2093,2,2018-07-01T18:39:58Z,"3.5,4.5,4,4,4,5,5,4.5,3.5,4,4.5",You get what you pay for
2094,2,2018-07-01T17:43:26Z,,They take the Best Value name seriously
2095,2,2018-07-01T17:43:26Z,,Best in Winfield!
2096,2,2018-07-01T17:41:53Z,"4,4.5,4.5,3.5,4,4.5,4,4.5,4.5,4,4,4","Horrible! If traveling here for the Dover races, save your and go somewhere else!"
2097,2,2018-07-01T07:55:11Z,,Great Hotel
2098,2,2018-07-01T07:55:11Z,,Decent Hotel for a Night
2099,2,2018-06-30T22:42:58Z,,best diner
2100,5,2018-06-30T22:42:58Z,"4,4,4.5,3.5,5,4.5,5,4.5,5,4.5,4.5,3",great location
2101,1,2018-06-30T22:42:53Z,,Gorgeous Property!
2102,4,2018-06-30T22:42:03Z,,MUST STAY
2103,14,2018-06-30T22:41:27Z,"4,3.5,4,4.5,4,4.5,4,4.5,4,4,4.5,4",What a fantastic find
2104,4,2018-06-30T18:57:05Z,,"Close to everything, Clean, Business Hotel Feel"
2105,3,2018-06-30T18:57:05Z,"4,4,3.5,4,4.5,4.5,4,4,4,3.5,4,4.5",Great service!!
2106,1,2018-06-30T18:57:05Z,,"Immaculate, excellent service, well appointed"
2107,2,2018-06-30T18:57:05Z,,"Good for business, not so much of a getaway"
2108,1,2018-06-30T18:57:05Z,,What a great stay in the gaslamp
2109,1,2018-06-30T18:57:05Z,,My Second Time Here -- Excellent Choice for the Business Traveller
2110,2,2018-06-30T18:54:04Z,,Great
2111,1,2018-06-30T18:54:04Z,,Best nights sleep!
2112,19,2018-06-30T18:54:04Z,"4,3.5,4,3.5,4.5,4.5,4,5,4,4,4.5,3.5",Recent stay Hampton inn
2113,2,2018-06-30T18:53:52Z,,Great for business travelers!
2114,51,2018-06-30T18:53:44Z,"4.5,3,4,4.5,5,5,4.5,5,4.5,4.5,3",Good for easy access to Universal theme parks
2115,1,2018-06-30T18:53:44Z,,Great Experience
2116,1,2018-06-30T18:53:43Z,,Nice week - wonderful grounds and a fun stay
2117,1,2018-06-30T18:53:43Z,,They made it right
