res_id,name,tel,rank
3164,Saffron Restaurant - Seoul,+82 2-6361-8644,211
3165,Sapporo - D-Cube,+82 2-2210-9545,2835
3166,Champ Coffee Je 3jakeopsil,+82 10-8943-4516,
3167,Starbucks Renaissance Sageoli,+82 2-758-8321,
3168,Jinseon Yangdaechang,+82 2-462-5855,15259
3169,Yookhee Jamaejib Jongno 3-ho,+82 2-2272-3036,1531
3170,Gukga Daipyo - Amsa Station,+82 2-479-0119,15257
3171,Bareu Da Kim Teacher,,1952
3172,Cafe Jang Ssaem,+82 70-4084-3414,7478
3173,Tomato,,8350
3174,River Nam Croquette,+82 2-573-6030,2830
3175,Saem1999,+82 2-3675-1999,12959
3176,Quattro Sushibar e Restaurante,+55 11 4562-5304,3247
3177,Cedrat,+33 1 43 87 35 99,9343
3178,Traiteur Patissier Nezard,+33 1 45 48 80 22,
3179,M8 Billards,+33 9 54 44 11 31,
3180,Le Relais Odeon,+33 1 43 29 81 80,
3181,Marius et Lucien Petitefaim,+33 1 85 15 26 30,3679
3182,L'Hommage,+33 1 44 24 38 70,106
3183,Le Menegosa,+33 1 42 26 32 93,
3184,La Daronne,+33 1 80 06 12 16,2229
3185,Restaurant Avigna,+33 7 53 85 26 99,13976
3186,Tamam Kitchen,+33 9 72 61 63 22,2323
3187,Di Loretta,+33 6 87 87 60 60,
3188,Cafe 347 Lecourbe,+33 1 45 54 76 52,11286
3189,Le Grand Restaurant,+33 1 85 73 33 32,14719
3190,Boucherie Roger Billebault,+33 1 45 51 34 06,11214
3191,La Commanderie,+33 1 45 55 90 20,7864
3192,Les Cuivres,+33 1 43 55 12 64,140
3193,Le Maresquier,+33 1 44 69 00 22,5022
3194,Ranju Stew Syu,+82 70-4250-9370,1382
3195,Cafe Swiss,,21730
3196,So Gong Dong Earthen Bowl House,+82 2-2026-0015,11017
3197,Beautiful Land of Korea Ae,,17383
3198,Roasted Chicken,+82 2-2232-9294,11765
3199,Cafe Pio Ni,,25712
3200,Roti Boy,,11669
3201,Cafe Seutobeu,+82 2-3476-7596,9109
3202,Busan Pork Rice Soup,,22774
3203,Cafe Some,,21759
3204,Rice House Dosirak,,22774
3205,Cafe Some Won Rai Keu Yu,+82 2-474-2222,16892
3206,Dunkin Donut Guro Station Store,+82 2-868-9450,
3207,Cilantro Deli,+82 2-317-3064,
3208,Pe Doreoseu,,11186
3209,Roti Boy,,14532
3210,Smoothie King,+82 2-336-0555,15965
3211,Ro Jino Kitchen,,6153
3212,Cafe de Be Reu,+82 2-563-5760,17150
3213,Skewers & Sushi,+82 2-434-8740,13126
3214,Bbongip Love Shabu Noodles Soup Bossam Cold Buckwheat Noodles,+82 2-883-0529,19255
3215,Si Damo,,20459
3216,Cafe NesCafe,+82 2-555-5014,11265
3217,Cafe Tiamo,,13241
3218,Saboten,+82 2-3667-4510,2116
3219,Gwiilgyoja - Gyeonglidan,+82 2-794-1170,9845
3220,Saboten,,1731
3221,Sa and,,14852
3222,Saboten,,5319
3223,Snow Ice,+82 2-2649-2080,19977
3224,Sinsa Pig Stew,+82 2-511-5161,16219
3225,Sowolgil Geu Jib,+82 2-3789-3282,
3226,Sa Raseu Noodles Soup,+82 2-586-5678,6637
3227,Busan Middle-Aged Woman Rice Soup,+82 2-929-9882,11679
3228,Papa King Chicken,+82 2-797-8462,7013
3229,So Gong Dong Earthen Bowl House,+82 2-6203-1962,22774
3230,Brothers Charcoal Fire Ribs,+82 2-3493-7040,12972
3231,Saboten,,2551
3232,Mint Heim,+82 2-324-1359,
3233,Seoul Croquette,,17256
3234,Castle Jageum,+82 2-864-1852,14581
3235,Saboten,,2850
3236,Saboten Pork Cutlet,+82 2-6116-5701,2807
3237,Saboten,,3785
3238,Saboten,+82 2-2211-0556,2470
3239,Gimgane Yongsan Park Tower Store,+82 2-798-3555,22774
3240,Gimgane Gaehwasanyeok Store,+82 2-2664-2335,10449
3241,Sanggu Beer,+82 2-454-8360,22774
3242,Sushi Sake,+33 1 40 38 37 65,15032
3243,Kinugawa Vendome,+33 1 42 60 65 07,3441
3244,"Willy's Boulangerie, - CLOSED",+33 6 12 63 79 58,
3245,ORIGIN Restaurant & Traiteur,+33 6 43 84 58 99,14348
3246,Benoit Castel,+33 1 46 36 13 82,
3247,Candela 2,+33 6 59 83 59 39,14265
3248,Le Bar,+33 1 58 36 60 50,3035
3249,Frais Up,+33 6 46 19 39 46,11975
3250,The Drink Doctor,+33 9 63 69 02 72,8831
3251,L'Escale 40,+33 6 51 76 98 60,2973
3252,Vegebowl,+33 1 42 46 45 89,7127
3253,La Paillote D'Asie,,8057
3254,Traiteur Dionysos,+33 1 40 26 05 64,7937
3255,Dona Restaurant,+33 1 42 21 02 23,12182
3256,Crepito,+33 9 83 61 87 07,
3257,Mugler Follies,+33 1 42 38 22 22,5718
3258,Chez Long,+33 1 53 46 99 94,2429
3259,Institut Suedois,+33 1 44 78 80 20,7938
3260,Creperie Pen ty,+33 1 48 74 18 49,1869
3261,Rossi & Co,+33 9 54 96 00 38,2483
3262,"Paris Saint-Germain, - CLOSED",+33 1 43 54 13 34,
3263,Mexindiana,+33 1 44 84 95 82,10423
3264,BACK IN BLACK by KB Coffee Roasters,,
3265,62 Degres,+33 9 72 56 71 68,11946
3266,Les Biscuits de Claire et Julie,+33 6 10 08 39 83,
3267,McDonald's,+33 1 47 73 08 53,14510
3268,Le Twickenham,+33 1 43 54 52 44,5463
3269,Le Mirbel,+33 1 43 31 49 95,11745
3270,Jolis Momes,+33 1 48 78 30 93,15023
3271,Pad Thai,+33 1 43 80 20 52,5237
3272,Les Comediens,+33 6 03 40 10 84,5228
3273,Cafe George V,+33 1 45 62 33 51,6960
3274,K-Town,+33 1 45 32 67 88,7656
3275,Gusto,+33 1 42 77 11 43,4228
3276,Bistrot Sushi - Restaurant Japonais,+33 1 43 80 66 45,9015
3277,Kongfuzi,+33 1 43 87 38 18,10208
3278,Maison Dubernet,+33 1 42 82 51 00,6321
3279,Cafe Le Dome,+33 1 45 51 45 41,15431
3280,Our Kebab Gourmet,+33 9 83 62 74 65,12108
3281,Brasserie Flo,,14192
3282,Cafe St. Victor,+33 1 43 54 30 50,6204
3283,Brasserie de la Porte Dauphine,+33 1 45 53 79 90,13089
3284,Nomad's,+33 1 42 60 47 21,1791
3285,Restaurant Paris La Clef Des Champs,+33 1 42 96 56 72,7332
3286,Grill Croute,+33 1 47 45 32 06,6288
3287,Truffes folies 8ème,+33 1 42 89 43 06,3543
3288,Pavillon Gravelle,+33 1 83 87 40 05,13895
3289,Sushi Muraguchi,+33 6 66 37 12 33,12385
3290,Mapitom,+33 1 40 54 71 05,9566
3291,Gomaya,+33 1 46 33 45 92,4794
3292,Bistrot Italien,+33 1 43 54 05 70,14949
3293,CoJean Bourse,+33 1 42 36 58 11,
3294,"Hippopotamus, - CLOSED",+33 1 42 25 77 96,
3295,Venise,+33 6 95 25 81 40,8259
3296,Alexis of Legumes & Vegetables,,
3297,Cook Crêperie,+33 6 12 55 88 63,
3298,Starbucks Paris - Gare du Nord Station,+33 1 40 16 01 39,
3299,Les Tontons,+33 6 88 78 21 18,12678
3300,McDonald's Originals,+33 1 44 74 72 24,
3301,La Mie Caline,+33 1 44 78 00 90,
3302,District B,+33 1 49 28 06 06,10651
3303,La Vie est Belle - Plage à la parisienne,,13652
3304,Comptoir Brochant,+33 1 42 26 11 41,3552
3305,Le Cafe du Mogador,+33 1 48 74 85 19,5521
3306,Toto,+33 1 42 65 21 51,4280
3307,L'ECUMOIR,+33 1 55 28 63 98,6133
3308,Kapunka Cardinet,+33 1 42 67 22 16,8093
3309,"L'Abri-Cotier, - CLOSED",+33 1 43 26 03 89,
3310,Restaurant Le Bienvenu,+33 1 71 73 56 35,12022
3311,Pho Saigon,+33 1 43 57 69 69,8470
3312,"Les Etages, - CLOSED",+33 1 42 78 72 00,
3313,La Brûlerie des Gobelins - Paris V,+33 1 43 31 90 13,11647
3314,Joseph & Lucien,+33 1 44 82 55 53,7448
3315,Pizzou,+33 1 74 64 50 10,1925
3316,Yuxi,+33 1 42 86 85 03,4850
3317,Meert Marais,+33 1 49 96 56 90,
3318,Le Stade,+33 1 40 71 22 22,14005
3319,Rania,+33 9 73 57 93 83,4201
3320,Mahatma,+33 1 47 42 69 14,8336
3321,La Galerie,+33 1 53 67 66 00,
3322,Le galvacher,+33 1 45 74 16 66,12138
3323,"Hippocampus, - CLOSED",+33 1 45 48 70 52,
3324,Cafe Meo 7,+33 1 42 71 35 76,14251
3325,Royal Rajmahal,+33 1 43 29 01 29,12718
3326,Pause Malesherbes,+33 1 44 69 01 37,11172
3327,Brook's cafe,+33 1 42 45 20 55,6480
3328,L'Arbre à Café - La Boutique,+33 1 84 17 24 17,
3329,Le Barbier De Bastille,+33 1 43 55 88 05,542
3330,Verre & Chope,+33 9 67 76 16 77,5370
3331,Le Gandhi,+33 1 42 58 21 03,14134
3332,Yookoso Sushi,+33 1 45 50 40 63,10515
3333,Klein Holland Cafe,+33 1 42 71 43 13,9019
3334,Le Barouf,+33 1 42 38 80 56,13772
3335,Ari's Bagels,+33 1 43 40 86 98,
3336,Sorza,+33 1 43 54 78 62,692
3337,Le Kibele,+33 1 48 24 57 74,6583
3338,GINGER,+33 1 47 23 37 32,
3339,Simone - Le Resto,+33 1 43 37 82 70,377
3340,Bullier Café Restaurant,+33 1 43 21 06 06,5618
3341,L'Attirail,+33 1 42 72 44 42,4737
3342,Sarah,+33 1 43 57 83 48,13300
3343,Il Sorriso,+33 1 43 48 49 83,3901
3344,Okito Wok,+33 1 45 31 07 33,9293
3345,Amici,+33 1 40 55 97 96,5302
3346,Fructidor,+33 1 48 74 92 46,9575
3347,Pain et Chocolat,+33 1 45 50 14 27,
3348,Caffe Bene  Tower Palace Store,,22774
3349,Baskin Robbins 31,,5210
3350,Abradavio,+33 1 48 78 82 52,2908
3351,Gimgane Irwon,+82 2-2226-3151,10390
3352,"Ganga Seolleung, - CLOSED",+82 2-3468-4670,
3353,Seoul Punggyeong,+82 2-735-7799,10744
3354,Gimgane Shindangyeok Store,+82 2-2236-5003,22774
3355,Gimgane Mapo Station,+82 2-711-5010,22407
3356,Gimgane Gasan Lotte IT Store,+82 2-2026-8228,
3357,BBQ Chicken Hapjeong Star,+82 50-7526-2126,3014
3358,Gimgane Shinsa Store,+82 2-511-4832,13792
3359,Caffe Bene  Yeoksam Star Store,,25812
3360,Caffe Bene  National Medical Center Store,,22425
3361,Saen Deuri Chi,,22774
3362,Caffe Bene  Gwanfwamun Gusaegun Store,,6971
3363,Baskin Robbins 31,+82 2-392-7774,8487
3364,Saendeu,,14795
3365,Cafe Sseodeu Avenue,+82 2-787-1296,17883
3366,T'XUAN,+33 6 71 83 33 96,3373
3367,Bao Tea I,+82 2-6031-0107,16723
3368,Le Cafe du Theatre,+33 9 83 24 00 48,
3369,La Grande Maison,+33 1 75 57 54 22,11181
3370,Bistro Pergo,+33 1 43 06 07 85,12455
3371,PNY Gaite,,8677
3372,Grenelle Sandwich,+33 1 42 73 25 48,13934
3373,Mon Village,+33 1 43 67 11 43,10705
3374,"Legenda de Malaisie, - CLOSED",+33 1 47 70 87 07,
3375,Afroodiziak,+33 9 83 39 05 37,7720
3376,Washoku,+33 1 42 64 18 98,8478
3377,Le Camondo,+33 1 45 63 40 40,10349
3378,Pizza Caliente,+33 6 26 05 63 39,15236
3379,River Won Jeong,+82 2-719-9978,18523
3380,Andiamo Pizza,,
3381,Bonjuk,+82 2-3143-6288,22774
3382,Le Bar Fondamental,+33 7 66 89 57 96,1232
3383,La Taverne de Montmartre,+33 1 46 06 88 48,
3384,Cafe Trisha,+33 1 48 24 74 56,9211
3385,les spécialités du Sichuan,+33 6 59 11 28 62,13426
3386,Restaurant & Bar La Scala Paris,+33 1 40 03 44 13,6251
3387,Sushi Club,+33 1 47 70 10 67,5188
3388,Wok Addict,+33 1 49 95 00 72,8475
3389,"Kitchen MP, - CLOSED",+33 6 76 74 36 02,
3390,Gourmets gourmands,,3334
3391,Café Joyeux Choiseul,+33 7 85 09 18 53,7197
3392,Bon Bouquet café,+33 1 42 26 27 75,
3393,Factory & Co,+33 1 44 89 27 00,15299
3394,Green Tea House,+33 1 53 75 27 09,
3395,Bistrot italiano AA,+33 1 45 51 33 42,13460
3396,Blueberry Cafe,+33 9 84 35 00 83,4147
3397,Kfc,+33 1 46 06 71 13,14761
3398,Terres de Cafe,+33 1 45 50 37 39,
3399,Le Week-end,+33 6 22 54 27 74,13520
3400,Little Bakery,+33 9 82 20 10 13,8256
3401,Partisan Cafe Artisanal,+33 6 08 25 88 32,
3402,Pizzeria Da Lucia,+33 1 40 60 11 33,7196
3403,Creperie Genia,+33 1 43 20 14 37,
3404,Boeuf a la Mode,+33 1 48 74 22 49,10732
3405,La fine gueule,+33 6 31 27 69 44,9577
3406,Au Cadet de Gascogne,+33 1 46 06 71 73,5141
3407,Kebab Didim,,13493
3408,Ai Cham,+33 1 40 26 51 53,14005
3409,"234 Rivoli, - CLOSED",+33 1 44 77 10 40,
3410,Guillaume Grasso la Vera pizza napoletana,+33 1 45 33 83 83,1322
3411,Piupiupiu,+33 1 83 92 50 41,11080
3412,Bien Ficele,+33 1 58 30 84 88,233
3413,Sezono,+33 9 84 31 22 68,4747
3414,Wow Tea,+33 6 69 38 55 78,10070
3415,Boulangerie L'Essentiel Dausmenil - Anthony Bosson,+33 1 40 21 69 22,14900
3416,Le Petit Chene,+33 1 42 88 29 27,10984
3417,Nefis,+33 1 71 20 35 86,9904
3418,"La Grande Licorne, - CLOSED",,
3419,La Cantine Coréenne,+33 9 82 52 18 33,8653
3420,Brasserie Le Bourbon,+33 1 45 51 58 27,3932
3421,Otiamo,+33 9 53 12 56 90,5926
3422,Comme Promis,+33 7 73 22 50 61,9300
3423,Galbar,+33 9 83 32 42 49,5151
3424,Le Kamtag Cafe,+33 6 26 92 48 28,12367
3425,Creperie Montorgueil,+33 1 42 36 91 18,4442
3426,Le Fridge Comedy,+33 1 83 62 40 40,7531
3427,Cantine la Planque,+33 1 44 74 94 41,
3428,Potcha5,+33 1 40 28 07 60,12362
3429,Jardin Sauvage,+33 7 82 02 77 30,10704
3430,"L'Etoile de Taroudant, - CLOSED",+33 1 43 80 56 65,
3431,Nola Restaurant,+33 1 53 16 17 88,3585
3432,Marius et Janette,+33 1 47 23 41 88,3039
3433,Chez Carine,+33 1 42 09 06 82,12379
3434,Les Turbines,+33 1 42 86 14 93,9416
3435,Gouts et Saveurs d'Ici et d'Ailleurs,+33 1 42 85 32 22,9856
3436,Tazio,+33 1 47 03 96 58,14501
3437,Le Traiteur du Bois le Vent,+33 1 45 25 57 89,
3438,Cafe Au Rond Point,+33 1 45 58 35 49,10268
3439,Quai 14,+33 1 43 22 85 84,7195
3440,Mono,+33 1 43 33 99 75,
3441,Atelier Fratelli France,,
3442,Le Petit Flottes,+33 1 42 60 00 84,6856
3443,Les Byzantins,+33 1 42 50 17 20,5506
3444,Les Trois Compagnons,,13581
3445,Traiteur Delices Cadet,+33 1 48 78 41 92,11411
3446,Edokko,+33 1 58 62 49 23,9307
3447,Restaurant Kai,,12058
3448,L’Eclair de Genie,+33 1 40 23 52 67,
3449,Traiteur Asie,+33 1 45 66 78 18,
3450,Les Anges Gourmands,+33 1 48 78 28 83,7426
3451,Sakura,+33 1 40 26 46 62,9193
3452,La Mousson,+33 1 45 79 98 52,4357
3453,La Salle a Manger,+33 1 45 22 37 65,13450
3454,La Touraine,+33 1 47 07 69 35,8869
3455,"Au Nid Creole, - CLOSED",+33 9 86 39 76 26,
3456,La Cucaracha,+33 1 40 26 68 36,9897
3457,Gedoub,+33 6 83 66 02 72,10104
3458,l'atelier,+33 1 42 76 97 45,13695
3459,"Le Kenze, - CLOSED",+33 1 43 06 37 19,
3460,SOBANE,+33 1 48 78 02 91,2818
3461,Tokyo Ramen,+33 1 40 28 90 96,10951
3462,GUILO GUILO,+33 1 42 54 23 92,743
3463,La Paillote d'or,+33 1 73 70 48 48,
3464,Fagot Paris,+33 9 81 63 25 66,
3465,Tra di Noi Vasco De Gama,+33 9 53 67 28 68,61
3466,Tra Di Noi Félix Faure,+33 9 83 63 66 55,6225
3467,Khobz,+33 7 69 63 38 20,
3468,Dochilak Montparnasse,+33 1 42 22 16 48,12135
3469,Pho Gambetta,+33 1 43 66 83 11,8702
3470,Mon Petit Poulet,+33 1 79 73 37 55,
3471,La Maison du Knafé,+33 7 58 33 05 27,3219
3472,Pomme de Pain - Lafayette,+33 1 47 70 58 47,13213
3473,Le Theatre,+33 1 45 78 68 26,11998
3474,Ademi Monsigny,+33 1 42 65 76 65,6382
3475,Amorino Paris - L’Île Saint Louis,+33 1 44 07 08 08,
3476,Bastille's Pub,,14915
3477,Restaurant Bolivar Atlas,+33 1 42 08 56 24,7826
3478,Le Pavillon des Canaux,+33 1 73 71 82 90,
3479,Freddy's BBQ,+33 1 83 06 71 16,4033
3480,Midory Japanese Restaurant,+33 1 42 97 47 30,6537
3481,Ammazza,+33 1 48 05 81 68,4584
3482,Acropolis,+33 1 53 10 81 00,15423
3483,Buffet,+33 1 83 89 63 82,7993
3484,Pide Paris,+33 9 70 94 42 62,2763
3485,Obami,,14005
3486,La Terrasse,+33 1 42 24 41 51,7879
3487,Polissons,+33 6 46 63 57 50,413
3488,Sfizio Paris,+33 9 54 96 00 38,
3489,L'Affranchi,+33 1 53 01 04 92,5206
3490,Rouge Bis,+33 1 40 16 45 36,285
3491,Le Récamier,+33 1 45 48 86 58,1954
3492,Boteco Vila Mada,,
3493,Le Cafe du Theatre,+33 1 42 06 33 37,11881
3494,La fourmi ailee,+33 1 43 29 40 99,2730
3495,Chào bà,+33 1 45 32 84 23,144
3496,Bear Sikseu Cafe,,22774
3497,"Hyangchobap, - CLOSED",+82 2-333-5900,
3498,Gotti,,15426
3499,Silkeurodeu,+82 2-2066-6100,5112
3500,Seoho Gimbap,+82 2-594-4434,18369
3501,Figuig,+33 1 43 80 69 34,3456
3502,Seok Village Old Place,+82 2-421-0043,25648
3503,Aux Dés Calés 17 - Legendre,+33 1 47 70 01 09,504
3504,La Barav,+33 1 77 18 77 14,12883
3505,Nation Ayashi,+33 1 43 45 88 78,6393
3506,Au Pays Tsingtao,+33 6 52 08 51 38,8606
3507,Cojean Washington,+33 1 45 61 07 33,
3508,Extra Grec 1987,,12109
3509,Manufacture de cafe Alain Ducasse,+33 1 40 02 76 90,
3510,Ngoc xuyen saigon,+33 1 44 24 14 31,1778
3511,Cafe Charbon,+33 1 43 57 55 13,3230
3512,Molly Malone's,,9168
3513,Al Dar,+33 1 45 00 96 64,14591
3514,Amici Miei,+33 1 42 71 82 62,1969
3515,P·Y·N·K,+33 9 53 51 08 99,12617
3516,Pizza Hut Wagram,+33 1 42 67 94 95,
3517,Villa Dondelli,+33 1 42 96 16 61,1192
3518,Diwan Beirut,+33 1 45 20 29 42,13675
3519,Banoi,+33 1 71 93 48 75,1248
3520,La Patache,+33 1 42 08 14 35,1913
3521,World Food Barn,+33 1 42 49 89 24,4988
3522,Thaixpress Stmichel,+33 9 80 44 19 65,
3523,Maison Fabien Foenix,+33 1 42 67 76 24,13912
3524,Jones,+33 9 80 75 32 08,3843
3525,Les Ambassades,+33 9 84 40 84 28,6270
3526,Rosso e Nero,+33 1 42 50 49 10,3906
3527,Eden sushi,+33 1 40 09 51 51,14772
3528,Barley Su,,9413
3529,Do Star Koseu,,12366
3530,Cheongdamdong Jangdokdae Kimchi Soup,,9252
3531,Seafood Village,,22774
3532,Reunatnong,+82 70-4226-8383,7283
3533,Au Royal Couscous,+33 1 42 72 27 94,5131
3534,Le Pouzzoulou,+33 893 02 53 52,6615
3535,La Terrasse D'Italie,+33 1 42 16 97 89,6720
3536,aux 2 baguettes,+33 9 80 81 65 03,
3537,Cozette Cafe Concept Paris 5,+33 6 16 81 27 76,9085
3538,Avec Ceux Ci,+33 1 42 59 24 36,
3539,Babké,+33 7 80 74 53 92,12148
3540,Sürpriz,,3823
3541,Piccola Toscana,+33 9 51 04 46 35,1956
3542,Le Piano Vache,+33 1 46 33 75 03,4811
3543,La Prune Folle,+33 9 53 84 11 23,8725
3544,Deux Fois Plus de Piment,+33 1 58 30 99 35,4346
3545,Le Petit Chez Soi,+33 1 43 27 01 53,3426
3546,Les Crêpes de Louis-Marie,+33 1 43 36 19 98,112
3547,Cevicheria Bon Bon Paris,+33 9 54 63 36 43,7467
3548,Deli's Time by Marmara,,13238
3549,Café Gustave,+33 1 47 05 04 54,6497
3550,Pizzeria Renato,+33 1 42 72 32 51,6624
3551,Pub O'Prince,+33 1 43 54 56 45,1892
3552,Yaai Thai Bonne Nouvelle,+33 9 82 46 06 40,2450
3553,Amalfi,+33 1 42 12 01 49,4735
3554,Le Five Corner,+33 1 43 54 74 08,8053
3555,Bonjuk,+82 2-464-6282,11637
3556,Dunkin Donut Renaissance Store,+82 2-501-6660,
3557,Brazier Raw,+82 2-488-3737,19605
3558,Rooftop by Ryunique,+82 2-6905-3867,1626
3559,Baskin Robbins 31,+82 2-808-1173,
3560,"Seven Seupeu Ringseu, - CLOSED",+82 2-532-7079,
3561,Si Jen,+82 2-376-2136,19327
3562,Cafe Two Welbeupiem,,8756
3563,Big Guy's Seafood Hongdae,+82 2-2289-1071,283
3564,Fu Kou,+33 9 86 79 62 08,13470
3565,Le Rhumel,+33 1 48 06 40 92,
3566,Alix et Mika,+33 1 73 71 19 90,903
3567,"La Duchessa, - CLOSED",+33 1 47 34 35 16,
3568,Pastavino,+33 1 40 26 54 62,10710
3569,"Le P'tit Bistrot, - CLOSED",,
3570,Noodle,+33 1 49 26 01 51,14250
3571,La Rôtisserie Gallopin,+33 1 53 40 84 10,9530
3572,Bubble Shop,+33 1 42 89 09 93,7969
3573,Latina Lounge,+33 899 51 70 53,
3574,Nos Grands Meres ont du talents,+33 1 42 21 34 61,12876
3575,Restaurant J'Suis La,+33 1 49 23 44 85,5193
3576,Mamma Roma Cherche-Midi,+33 1 45 44 70 42,4837
3577,Mamou,+33 1 44 63 09 25,1576
3578,Falafel Cafe,+33 1 83 76 24 89,4681
3579,Le Trait d'Union,+33 1 45 48 70 66,5855
3580,"Monte Cassino, - CLOSED",+33 1 43 31 05 10,
3581,Les Montparnos,+33 1 43 20 21 22,9310
3582,Grill Istanbul,+33 1 45 26 13 16,10712
3583,Le Mandarin,+33 1 43 29 07 14,6911
3584,Maison Famille Delattre,+33 1 42 22 53 35,
3585,Le Vaux Hall,+33 1 44 24 11 39,12114
3586,"L'Agence, - CLOSED",,
3587,Gina’s,,11673
3588,Café Beauvau,+33 1 42 65 10 22,6201
3589,Sakanaya,+33 1 44 85 04 05,7700
3590,Le faubourg,+33 1 71 50 90 94,
3591,Urfa Durum,+33 1 45 44 80 17,12056
3592,Les Delices d'Aphrodite,+33 1 43 31 40 39,1914
3593,"85 Diner, - CLOSED",+33 9 50 88 71 67,
3594,Boutique Pascal Caffet,+33 1 45 20 08 04,8640
3595,L'Auberge du Roi Gradlon,+33 1 45 35 48 71,
3596,Turquoise Istanbul,,6260
3597,Suan Thai Le Marais,+33 1 40 56 91 71,5011
3598,Banger Burger,+33 9 81 44 77 92,7002
3599,le village d'auteuil,+33 1 42 88 00 18,7355
3600,La Plaque d'Or,+33 1 40 09 99 24,14585
3601,Les Inities,+33 1 73 75 93 81,7114
3602,Cafe Millesimes,+33 9 54 20 83 93,9942
3603,La Pizza d'Anita,+33 1 45 27 24 93,1164
3604,Cafe Martin,+33 1 46 36 82 35,7274
3605,Ma Salle a Manger,+33 1 43 29 52 34,1119
3606,P'tit Klaada,,12354
3607,BMK Folie-Bamako,+33 9 87 56 36 28,10481
3608,Pokawa Washington,,11901
3609,Papilles Coffeehouse & Restaurant,+33 9 50 78 16 32,2909
3610,Les Ambassades,+33 1 45 48 33 01,4143
3611,Restaurant Lobo Bistronomie,+33 9 51 53 85 23,10130
3612,Maydo,+33 1 43 41 59 64,8326
3613,L'Atlantique,+33 1 43 20 83 62,4093
3614,"Respiro, Trattoria - Pizzeria",+33 1 83 06 83 68,129
3615,Fresh Bagel & Juice,+33 1 55 28 61 32,
3616,Madame Louis,+33 6 37 61 85 87,14787
3617,Chez Rico,+33 9 66 92 20 18,4992
3618,Yamazaki,+33 1 40 50 19 19,6088
3619,Café Jean,+33 1 40 34 72 67,
3620,Le Bistrot du Pavillon,+33 2 43 69 92 24,13758
3621,Ten Belles,+33 1 42 40 90 78,
3622,Bubble n' Tea,+33 9 83 09 38 98,9180
3623,Cafe La Laverie,+33 1 43 66 39 64,5459
3624,Thai Mix Sushi,+33 1 40 37 27 85,10611
3625,Le Magnolia,+33 1 40 09 19 79,
3626,Restaurant Tonkiyo,+33 1 47 83 21 97,13607
3627,Le village,+33 1 75 50 44 89,1526
3628,Duman Le Petit Restaurant Ottoman,+33 6 73 91 14 47,13325
3629,Le Cafe de l'Est,+33 1 46 07 00 94,8044
3630,Sushi Love,+33 1 43 37 06 06,9008
3631,Al Haeche,+33 1 53 38 57 81,10219
3632,Le Village,+33 1 42 54 99 59,6600
3633,All Chicken,+33 1 43 67 13 00,15356
3634,Le Marmiton de Lutece,+33 1 43 54 05 25,2334
3635,Noush,+33 6 67 02 66 51,3489
3636,Bon Midi,+33 9 51 67 89 62,8621
3637,Matilda,+33 1 45 63 17 10,6244
3638,L'empire,+33 1 46 51 24 33,15061
3639,L'Ecluse,,12785
3640,Matsu Yaki,+33 1 42 85 28 33,13977
3641,Chez Rita,+33 1 44 64 76 09,4089
3642,Le Bistrot du Croissant,+33 1 42 33 35 04,10936
3643,Liuyishou Hotpot,+33 6 24 32 26 77,11276
3644,Le Boul’Mich Bar,+33 1 43 54 98 28,
3645,Sushi Nagoya,+33 1 43 26 93 44,8067
3646,Chez Marine,+33 1 45 05 12 30,12154
3647,Romanella Restaurant,+33 1 45 87 06 62,
3648,Eighteen Burger,,10255
3649,Ponzu,+33 1 45 05 40 40,2588
3650,Clover Grill,+33 1 40 41 59 59,1916
3651,Tappo,+33 1 42 76 06 35,7402
3652,Volver Dauphine,+33 1 56 81 71 89,2983
3653,Sushi Okuda,+33 1 47 20 17 18,4724
3654,Hanzan,+33 1 45 71 63 53,4374
3655,Ô Niam,+33 9 82 52 59 59,9430
3656,Xuehong Sarl,+33 6 01 22 89 22,13299
3657,Le Comptoir Belge,+33 9 84 21 96 88,
3658,Santa Monica,+33 1 42 06 85 17,12520
3659,Speed Rabbit Pizza,+33 1 40 13 07 07,14431
3660,Kisoro,+33 1 42 02 74 69,10504
3661,L'Abordage,+33 1 45 22 15 49,9354
3662,Hard Rock Cafe,+33 1 53 24 60 00,1950
3663,Aire Ona,+33 1 43 43 32 32,
3664,Drogheria,+33 1 40 27 89 52,2822
3665,Piccoli Cugini,+33 9 50 57 79 25,3157
3666,Adelio Pizza,+33 1 43 67 13 58,8740
3667,Gaston,+33 1 46 27 49 89,817
3668,Le French Burger,+33 1 42 54 80 03,1193
3669,Orient Express,+33 1 42 49 00 02,9762
3670,Domino's Pizza,+33 1 40 05 14 14,14485
3671,Domino's Pizza,+33 1 43 58 05 10,
3672,Le Sap Heure,+33 1 42 63 11 74,7702
3673,HD Diner Gare de l'Est,+33 1 42 85 59 41,2021
3674,Boutary,+33 1 43 43 69 10,3
3675,Chouette,+33 9 86 44 93 58,905
3676,Le Festin,+33 1 55 28 88 88,8390
3677,"Liberic, - CLOSED",+33 6 61 96 02 05,
3678,Lily of the Valley,+33 6 50 71 08 11,
3679,Dame Jane,+33 1 80 06 45 64,3480
3680,Cojean Roosevelt,+33 1 45 63 19 09,12624
3681,Politicafe,+33 1 42 57 25 03,6084
3682,GIUSÉ TRATTORIA,+33 1 44 07 38 23,6765
3683,Momo Tibet,+33 9 80 91 57 86,10548
