cuisiness_ID,primary_cuisiness,cuisines,special_diets,cus_rest_rank
2541,Unknown,,,
2542,Unknown,,,
2543,Unknown,,,
2544,Unknown,"Asian, Korean",,
2545,Unknown,Cafe,,
2546,Unknown,,,
2547,Unknown,,,
2548,Unknown,,,
2549,Unknown,Cafe,,
2550,Unknown,Cafe,,
2551,Unknown,Cafe,,
2552,Cafe,Cafe,,
2553,Unknown,Cafe,,
2554,Unknown,Cafe,,
2555,Unknown,Cafe,,
2556,Unknown,Cafe,,
2557,Unknown,,,
2558,Cafe,Cafe,,
2559,Unknown,,,
2560,Unknown,,,
2561,Unknown,,,
2562,Unknown,,,
2563,Unknown,,,
2564,Unknown,,,
2565,Unknown,,,
2566,Unknown,,,
2567,Unknown,,,
2568,Unknown,,,
2569,Unknown,,,
2570,Unknown,,,
2571,Unknown,,,
2572,Unknown,,,
2573,Steakhouse,"Steakhouse, Brazilian, Barbecue, Grill, Spanish",,44
2574,Unknown,,,
2575,Unknown,,,
2576,Unknown,,,
2577,Unknown,,,
2578,Unknown,,,
2579,Asian,"Asian, Korean",,2889
2580,Unknown,,,
2581,Unknown,,,
2582,Unknown,,,
2583,Unknown,,,
2584,Unknown,,,
2585,Barbecue,Barbecue,,54
2586,Unknown,,,
2587,Unknown,,,
2588,Unknown,"Asian, Korean",,
2589,Unknown,,,
2590,Unknown,,,
2591,Unknown,,,
2592,Unknown,,,
2593,Unknown,,,
2594,Dessert,Cafe,,
2595,Unknown,,,
2596,Unknown,,,
2597,Unknown,American,,
2598,Unknown,,,
2599,Unknown,"Asian, Korean",,
2600,French,"French, European",,106
2601,Unknown,,,
2602,Unknown,,,
2603,Unknown,,,
2604,Unknown,,,
2605,Unknown,,,
2606,Unknown,,,
2607,Unknown,Cafe,,
2608,Unknown,,,
2609,Unknown,,,
2610,Bar,"Bar, Pub",,722
2611,Asian,"Asian, Korean",,1001
2612,Pizza,Pizza,,51
2613,Unknown,,,
2614,Fast Food,Fast Food,,400
2615,Italian,"Italian, Pizza",,322
2616,Healthy,Healthy,,264
2617,Pizza,Pizza,,687
2618,Japanese,Japanese,,
2619,Unknown,,,
2620,Unknown,,,
2621,Vegetarian Friendly,,Vegetarian Friendly,
2622,Unknown,,,
2623,Unknown,"Asian, Korean",,
2624,Unknown,,,
2625,Unknown,,,
2626,Unknown,,,
2627,Unknown,,,
2628,Asian,"Asian, Korean",,1546
2629,Unknown,,,
2630,Unknown,,,
2631,Unknown,,,
2632,Unknown,,,
2633,Unknown,,,
2634,Unknown,,,
2635,Unknown,,,
2636,Unknown,,,
2637,Unknown,,,
2638,Cafe,Cafe,,219
2639,Unknown,,,
2640,Unknown,,,
2641,Unknown,,,
2642,Unknown,,,
2643,Unknown,,,
2644,Cafe,Cafe,,
2645,Unknown,,,
2646,Unknown,,,
2647,Unknown,,,
2648,Unknown,,,
2649,Unknown,,,
2650,Unknown,,,
2651,Seafood,"Seafood, Asian, Korean",,169
2652,Unknown,,,
2653,Unknown,,,
2654,Unknown,Cafe,,
2655,Unknown,,,
2656,Unknown,,,
2657,Unknown,,,
2658,Unknown,,,
2659,Unknown,,,
2660,Unknown,,,
2661,Unknown,,,
2662,Unknown,,,
2663,Unknown,,,
2664,Unknown,,,
2665,Unknown,,,
2666,Unknown,,,
2667,Brew Pub,"Bar, Brew Pub, Pizza, European",,2
2668,Unknown,,,
2669,Unknown,,,
2670,Unknown,,,
2671,Unknown,,,
2672,Asian,"Asian, Korean",,1147
2673,Unknown,,,
2674,Unknown,"Japanese, Kaiseki",,
2675,Unknown,,,
2676,Unknown,,,
2677,Unknown,"Cafe, Asian",,
2678,Unknown,"Asian, Korean",,
2679,Unknown,,,
2680,Unknown,,,
2681,Unknown,,,
2682,Unknown,,,
2683,Dessert,,,567
2684,Asian,"Asian, Korean",,2140
2685,Unknown,,,
2686,Unknown,,,
2687,Unknown,,,
2688,Asian,"Asian, Korean",,3532
2689,Unknown,,,
2690,Unknown,,,
2691,Dessert,,,
2692,Unknown,,,
2693,Unknown,,,
2694,Unknown,,,
2695,Unknown,,,
2696,Unknown,,,
2697,Unknown,,,
2698,Unknown,,,
2699,Unknown,,,
2700,Unknown,,,
2701,Fast Food,Fast Food,,224
2702,Unknown,,,
2703,Unknown,,,
2704,Unknown,"Asian, Korean, Barbecue, Grill",,
2705,Unknown,,,
2706,Unknown,,,
2707,Unknown,,,
2708,Dessert,,,707
2709,Unknown,,,
2710,Unknown,"Asian, Korean",,
2711,Unknown,,,
2712,Unknown,,,
2713,Unknown,,,
2714,Unknown,,,
2715,Unknown,,,
2716,French,"French, German, European, Asian, Korean, Hungarian",,46
2717,Unknown,,,
2718,Unknown,,,
2719,Unknown,,,
2720,Unknown,"American, Brew Pub, Pizza, Pub, Wine Bar",,
2721,Unknown,,,
2722,Unknown,,,
2723,Unknown,,,
2724,Unknown,,,
2725,Asian,"Asian, Korean",,624
2726,Unknown,,,
2727,Unknown,,,
2728,Unknown,,,
2729,Unknown,,,
2730,Unknown,,,
2731,Unknown,,,
2732,Unknown,,,
2733,Unknown,,,
2734,Unknown,,,
2735,Unknown,,,
2736,Unknown,,,
2737,Unknown,,,
2738,Unknown,,,
2739,Unknown,,,
2740,Unknown,,,
2741,Unknown,American,,
2742,Unknown,,,
2743,Unknown,,,
2744,Unknown,,,
2745,Unknown,,,
2746,Unknown,,,
2747,Unknown,,,
2748,Unknown,"Japanese, Seafood, Sushi",,
2749,Unknown,,,
2750,Unknown,,,
2751,Unknown,,,
2752,Barbecue,"Barbecue, Asian, Korean",,23
2753,Unknown,,,
2754,Unknown,,,
2755,Unknown,,,
2756,Unknown,,,
2757,Unknown,,,
2758,Unknown,,,
2759,Unknown,Chinese,,
2760,Unknown,,,
2761,Unknown,"Cafe, Asian, Korean",,
2762,Unknown,,,
2763,Unknown,"Asian, Korean, Grill, Fusion",,
2764,Unknown,"American, Cafe",,
2765,Unknown,,,
2766,Unknown,,,
2767,Unknown,Cafe,,
2768,Unknown,,,
2769,Unknown,,,
2770,Unknown,,,
2771,Unknown,Pub,,
2772,Unknown,,,
2773,Unknown,"Asian, Korean",,
2774,Unknown,,,
2775,Unknown,,,
2776,Unknown,,,
2777,Unknown,,,
2778,Unknown,,,
2779,Unknown,,,
2780,Unknown,,,
2781,Unknown,,,
2782,Unknown,"Asian, Korean",,
2783,Unknown,"Asian, Korean",,
2784,Unknown,,,
2785,Unknown,,,
2786,Unknown,,,
2787,Unknown,,,
2788,Unknown,,,
2789,Unknown,,,
2790,Unknown,,,
2791,Unknown,,,
2792,Unknown,,,
2793,Unknown,Cafe,,
2794,Unknown,,,
2795,Unknown,,,
2796,Unknown,,,
2797,Asian,"Asian, Korean",,1746
2798,American,"American, Pizza",,64
2799,Unknown,,,
2800,Unknown,,,
2801,Unknown,,,
2802,Unknown,,,
2803,Unknown,,,
2804,Fast Food,Fast Food,,140
2805,Unknown,,,
2806,Unknown,,,
2807,Unknown,"Asian, Korean",,
2808,Unknown,,,
2809,Unknown,,,
2810,Unknown,,,
2811,Unknown,,,
2812,Unknown,,,
2813,Unknown,,,
2814,Unknown,,,
2815,Unknown,,,
2816,Unknown,,,
2817,Unknown,,,
2818,Unknown,"Seafood, Asian, Korean",,
2819,Unknown,,,
2820,Unknown,,,
2821,Unknown,,,
2822,Unknown,,,
2823,Unknown,,,
2824,Unknown,,,
2825,Cafe,"Cafe, Fast Food",,766
2826,Unknown,,,
2827,Unknown,,,
2828,Unknown,,,
2829,Asian,"Asian, Korean",,1317
2830,Unknown,,,
2831,Mexican,Mexican,,50
2832,Unknown,"Asian, Korean",,
2833,Unknown,,,
2834,Unknown,"Italian, French, Spanish",,
2835,Unknown,,,
2836,Unknown,"Asian, Korean",,
2837,Unknown,,,
2838,Unknown,"Asian, Korean",,
2839,Unknown,,,
2840,Unknown,,,
2841,Unknown,,,
2842,Unknown,,,
2843,Unknown,"Asian, Korean",,
2844,Unknown,,,
2845,Unknown,,,
2846,American,"American, Brew Pub, Bar, Pizza, Pub",,66
2847,Unknown,,,
2848,Unknown,,,
2849,Unknown,Pub,,
2850,Unknown,,,
2851,Unknown,"Asian, Korean",,
2852,Unknown,,,
2853,Unknown,,,
2854,Unknown,Seafood,,
2855,Unknown,Cafe,,
2856,Korean,Korean,,1644
2857,Unknown,,,
2858,Unknown,"Asian, Korean",,
2859,Unknown,"Asian, Korean",,
2860,Unknown,Japanese,,
2861,Unknown,,,
2862,Unknown,,,
2863,Unknown,,,
2864,Asian,"Asian, Korean",,1490
2865,Unknown,,,
2866,Unknown,,,
2867,Unknown,Japanese,,
2868,Unknown,,,
2869,Unknown,,,
2870,Unknown,Japanese,,
2871,Unknown,Mexican,,
2872,Unknown,Mexican,,
2873,Unknown,,,
2874,Unknown,,,
2875,Unknown,Japanese,,
2876,Asian,"Asian, Korean",,651
2877,Unknown,,,
2878,Unknown,,,
2879,Unknown,,,
2880,Dessert,International,,932
2881,Unknown,,,
2882,Steakhouse,"Steakhouse, Barbecue, Korean, Wine Bar",,6
2883,Unknown,,,
2884,Unknown,,,
2885,Unknown,,,
2886,Japanese,Japanese,,314
2887,Unknown,,,
2888,Unknown,Italian,,
2889,Unknown,,,
2890,Unknown,,,
2891,Unknown,,,
2892,Unknown,,,
2893,Unknown,,,
2894,Unknown,,,
2895,Unknown,,,
2896,Unknown,,,
2897,Unknown,,,
2898,Unknown,,,
2899,Unknown,,,
2900,Unknown,,,
2901,Unknown,,,
2902,Unknown,,,
2903,Unknown,,,
2904,Unknown,,,
2905,Unknown,,,
2906,Unknown,,,
2907,Unknown,,,
2908,Unknown,Pub,,
2909,Unknown,,,
2910,Unknown,,,
2911,Unknown,,,
2912,Unknown,,,
2913,Unknown,Japanese,,
2914,Unknown,,,
2915,Korean,Korean,,124
2916,Unknown,,,
2917,Unknown,Cafe,,
2918,Asian,"Asian, Korean, Grill",,614
2919,Unknown,,,
2920,Unknown,,,
2921,Unknown,,,
2922,Unknown,,,
2923,Unknown,,,
2924,Unknown,"Asian, Korean",,
2925,Unknown,Italian,,
2926,Unknown,,,
2927,Asian,"Asian, Korean",,1121
2928,Unknown,Italian,,
2929,Unknown,"Asian, Korean",,
2930,Unknown,,,
2931,Unknown,Pizza,,
2932,Unknown,,,
2933,Unknown,,,
2934,Unknown,,,
2935,Unknown,,,
2936,Barbecue,"Barbecue, Asian, Korean",,67
2937,Unknown,,,
2938,Asian,"Asian, Korean",,2237
2939,Unknown,,,
2940,Unknown,,,
2941,Unknown,"Asian, Korean",,
2942,Unknown,,,
2943,Unknown,French,,
2944,Unknown,Cafe,,
2945,Unknown,"Asian, Korean",,
2946,Unknown,,,
2947,Unknown,Chinese,,
2948,Unknown,,,
2949,Unknown,Cafe,,
2950,Unknown,,,
2951,Unknown,,,
2952,Asian,"Asian, Korean",,1033
2953,Unknown,,,
2954,Unknown,,,
2955,Unknown,,,
2956,Unknown,,,
2957,Unknown,,,
2958,Unknown,Chinese,,
2959,Unknown,,,
2960,Unknown,,,
2961,Unknown,"Asian, Korean",,
2962,Bakeries,Cafe,,87
2963,Unknown,,,
2964,International,International,,62
2965,Unknown,,,
2966,Unknown,,,
2967,Unknown,,,
2968,Unknown,,,
2969,Unknown,,,
2970,Dessert,Korean,,
2971,Unknown,"Asian, Korean",,
2972,Unknown,,,
2973,Steakhouse,Steakhouse,,131
2974,Unknown,,,
2975,Unknown,,,
2976,Unknown,,,
2977,Unknown,,,
2978,Unknown,"American, Seafood, Asian, Korean",,
2979,Unknown,,,
2980,Unknown,,,
2981,Unknown,,,
2982,Asian,"Asian, Korean",,1813
2983,Unknown,"Asian, Korean",,
2984,Asian,"Asian, Korean",,1259
2985,Unknown,,,
2986,Unknown,,,
2987,Unknown,,,
2988,Unknown,,,
2989,Unknown,,,
2990,Unknown,,,
2991,Asian,"Asian, Korean",,
2992,Unknown,"Asian, Korean",,
2993,Unknown,Japanese,,
2994,Unknown,"Asian, Korean",,
2995,Unknown,,,
2996,Unknown,"Japanese, Barbecue, Asian, Korean, Soups",,
2997,Unknown,,,
2998,Unknown,,,
2999,Unknown,,,
3000,Unknown,,,
3001,Unknown,,,
3002,Unknown,,,
3003,Unknown,,,
3004,Unknown,,,
3005,Unknown,,,
3006,Unknown,,,
3007,Unknown,,,
3008,Unknown,Cafe,,
3009,Unknown,Cafe,,
3010,Unknown,,,
3011,Unknown,,,
3012,Cafe,Cafe,,1261
3013,Bar,"Bar, Cafe, Pub",,190
3014,Unknown,,,
3015,Unknown,,,
3016,Unknown,,,
3017,Unknown,,,
3018,Unknown,,,
3019,Uzbek,Uzbek,,2
3020,Unknown,Cafe,,
3021,Unknown,,,
3022,Unknown,,,
3023,Unknown,,,
3024,Unknown,,,
3025,Unknown,,,
3026,Unknown,,,
3027,Unknown,"Thai, Fusion",,
3028,Unknown,,,
3029,Unknown,,,
3030,Unknown,,,
3031,American,"American, Healthy, Soups",,35
3032,Asian,"Asian, Korean",,358
3033,Unknown,,,
3034,American,"American, Pub",,345
3035,Unknown,,,
3036,Unknown,,,
3037,Unknown,,,
3038,Unknown,,,
3039,Unknown,,,
3040,Unknown,"Asian, Korean",,
3041,Mexican,"Mexican, Asian, Korean",,
3042,Unknown,,,
3043,Unknown,,,
3044,Unknown,,,
3045,Unknown,,,
3046,Unknown,,,
3047,Unknown,,,
3048,Cafe,Cafe,,300
3049,Unknown,,,
3050,Unknown,,,
3051,Unknown,,,
3052,Unknown,,,
3053,Unknown,French,,
3054,Unknown,,,
3055,Unknown,,,
3056,Unknown,,,
3057,Unknown,,,
3058,Unknown,,,
3059,Unknown,,,
3060,Unknown,,,
3061,Unknown,,,
3062,Unknown,,,
3063,Unknown,,,
3064,Unknown,,,
3065,Unknown,,,
3066,Unknown,,,
3067,Unknown,,,
3068,Asian,"Asian, Korean",,2534
3069,Unknown,,,
3070,Unknown,Japanese,,
3071,Unknown,,,
3072,Pizza,Pizza,,29
3073,Unknown,,,
3074,Unknown,,,
3075,Unknown,,,
3076,Unknown,,,
3077,Asian,"Asian, Korean",,3526
3078,Unknown,,,
3079,Unknown,,,
3080,Bakeries,"Brazilian, Cafe, Healthy",,208
3081,Unknown,,,
3082,Unknown,,,
3083,Italian,"Italian, Pizza",,86
3084,Unknown,Cafe,,
3085,Unknown,,,
3086,Unknown,,,
3087,Unknown,,,
3088,Unknown,,,
3089,Unknown,,,
3090,Brazilian,"Brazilian, South American",,938
3091,Unknown,,,
3092,Unknown,,,
3093,Pizza,"Pizza, Fast Food",,430
3094,Brazilian,"Brazilian, Bar, Pub, South American",,
3095,Unknown,,,
3096,Steakhouse,Steakhouse,,61
3097,Unknown,,,
3098,French,"French, Japanese, International, Asian, Korean",,
3099,Unknown,,,
3100,Unknown,,,
3101,Asian,"Asian, Middle Eastern, Central Asian, Uzbek",,2735
3102,Unknown,,,
3103,Unknown,,,
3104,Unknown,,,
3105,Unknown,,,
3106,Unknown,,,
3107,Unknown,,,
3108,Unknown,,,
3109,Unknown,,,
3110,Asian,"Asian, Korean",,2257
3111,Unknown,,,
3112,Unknown,Fast Food,,
3113,Unknown,,,
3114,Unknown,,,
3115,Unknown,,,
3116,Unknown,,,
3117,Unknown,,,
3118,Unknown,,,
3119,Unknown,,,
3120,Australian,Australian,,2
3121,Unknown,,,
3122,Unknown,,,
3123,Unknown,,,
3124,Unknown,,,
3125,American,American,,
3126,Unknown,,,
3127,Unknown,,,
3128,Unknown,,,
3129,Unknown,,,
3130,Unknown,,,
3131,Unknown,,,
3132,Unknown,Thai,,
3133,Unknown,,,
3134,Dessert,Cafe,,190
3135,Unknown,,,
3136,Unknown,,,
3137,Unknown,,,
3138,Unknown,,,
3139,Unknown,,,
3140,Unknown,,,
3141,Unknown,,,
3142,Unknown,,,
3143,Unknown,,,
3144,Unknown,,,
3145,Fusion,Fusion,,
3146,Unknown,,,
3147,Unknown,,,
3148,Dessert,Fast Food,,974
3149,Unknown,,,
3150,Unknown,,,
3151,Unknown,"Asian, Korean",,
3152,Unknown,,,
3153,Unknown,,,
3154,Unknown,,,
3155,Unknown,,,
3156,Unknown,,,
3157,Unknown,,,
3158,Unknown,Cafe,,
3159,Unknown,"Italian, Bar, Pub, Fusion, Wine Bar",,
3160,Unknown,,,
3161,Japanese,"Japanese, American, Sushi, Asian, Korean, Grill",,166
3162,Unknown,,,
3163,Unknown,,,
3164,Asian,"Asian, Middle Eastern, Pakistani, Arabic","Vegetarian Friendly, Vegan Options, Halal",120
3165,Japanese,"Japanese, Sushi",,104
3166,Unknown,,,
3167,Dessert,Cafe,,
3168,Unknown,"Asian, Korean",,
3169,Unknown,,,
3170,Unknown,,,
3171,Unknown,,,
3172,Unknown,,,
3173,Unknown,,,
3174,Unknown,,,
3175,Unknown,,,
3176,Japanese,"International, Japanese, Sushi, South American",,400
3177,Mediterranean,Mediterranean,,856
3178,Dessert,"Asian, Chinese",,390
3179,Chinese,"Street Food, Beijing cuisine, Chinese",,
3180,French,"French, European, Fusion","Vegetarian Friendly, Vegan Options, Gluten Free Options",
3181,French,"French, European",Vegetarian Friendly,2237
3182,French,"French, European, Contemporary",Vegetarian Friendly,68
3183,Italian,Italian,,
3184,French,"French, Healthy",,1422
3185,Indian,Indian,,282
3186,French,"Mediterranean, French",Vegetarian Friendly,1475
3187,Italian,"Pizza, Italian",,
3188,French,French,,5699
3189,Italian,"Italian, French",,1585
3190,French,French,,5681
3191,French,"French, European","Vegetarian Friendly, Gluten Free Options",4364
3192,French,"French, Mediterranean",Vegetarian Friendly,88
3193,French,"French, European, International",,2940
3194,Unknown,,,
3195,Unknown,,,
3196,Unknown,,,
3197,Unknown,,,
3198,Unknown,,,
3199,Unknown,,,
3200,Unknown,,,
3201,Unknown,,,
3202,Unknown,,,
3203,Unknown,,,
3204,Unknown,,,
3205,Unknown,,,
3206,Unknown,,,
3207,Bakeries,Deli,,
3208,Unknown,,,
3209,Unknown,,,
3210,Unknown,,,
3211,Unknown,,,
3212,Unknown,,,
3213,Unknown,,,
3214,Unknown,,,
3215,Unknown,,,
3216,Cafe,Cafe,,942
3217,Unknown,,,
3218,Unknown,,,
3219,Chinese,Chinese,,195
3220,Unknown,,,
3221,Unknown,,,
3222,Unknown,,,
3223,Unknown,,,
3224,Unknown,,,
3225,Dessert,,,
3226,Unknown,,,
3227,Unknown,,,
3228,Unknown,"Asian, Korean",,
3229,Unknown,,,
3230,Unknown,,,
3231,Unknown,,,
3232,Unknown,,,
3233,Unknown,,,
3234,Unknown,,,
3235,Unknown,,,
3236,Unknown,,,
3237,Unknown,,,
3238,Unknown,,,
3239,Unknown,"Asian, Korean",,
3240,Unknown,"Asian, Korean",,
3241,Unknown,,,
3242,Sushi,Sushi,,475
3243,Japanese,"Japanese, Sushi, Asian","Vegetarian Friendly, Vegan Options, Gluten Free Options",160
3244,Bakeries,French,,
3245,Unknown,,,
3246,Bakeries,French,,215
3247,Peruvian,"Peruvian, South American",,39
3248,French,"Wine Bar, French, Bar",,1888
3249,French,French,,5922
3250,Bar,Bar,,894
3251,French,French,Vegetarian Friendly,1852
3252,Asian,"Asian, Thai, Vietnamese",Vegetarian Friendly,1154
3253,Asian,Asian,,1323
3254,Greek,Greek,,55
3255,Moroccan,"Moroccan, Mediterranean",,182
3256,Unknown,,,
3257,French,"French, Gastropub",,3315
3258,Asian,"Asian, Vietnamese",Vegetarian Friendly,290
3259,Vegetarian Friendly,,Vegetarian Friendly,
3260,French,French,Vegetarian Friendly,1207
3261,Italian,"Italian, Contemporary",,338
3262,French,French,,
3263,Mexican,"Mexican, Indian",,74
3264,French,"Cafe, French, Australian, Street Food",,
3265,French,French,,5916
3266,Dessert,"French, American, Cafe, Healthy",,193
3267,Fast Food,Fast Food,,637
3268,French,"French, European",Vegetarian Friendly,3176
3269,French,"French, European, Bar, Pub",,5859
3270,French,French,,6816
3271,Asian,"Asian, Thai",Vegetarian Friendly,777
3272,Italian,"Italian, Pizza, European",,693
3273,American,American,Vegetarian Friendly,220
3274,Asian,"Asian, Korean, Street Food",,1250
3275,Italian,"Italian, European, Mediterranean",,575
3276,Japanese,"Japanese, Sushi, Asian",,527
3277,Asian,"Asian, Korean",,1670
3278,French,French,,3626
3279,French,French,,6966
3280,Fast Food,"Fast Food, Mediterranean, Turkish",,508
3281,French,French,,6541
3282,French,"French, Bar, Cafe, European",Vegetarian Friendly,3568
3283,French,"French, Bar, Pub",,6244
3284,French,"French, European, Contemporary","Vegetarian Friendly, Vegan Options, Gluten Free Options",1165
3285,French,"French, Bar, Pub",,4102
3286,Lebanese,"Lebanese, Mediterranean, Middle Eastern","Vegetarian Friendly, Vegan Options",115
3287,French,French,,2160
3288,Unknown,,,
3289,Unknown,,,
3290,Lebanese,"Lebanese, Mediterranean, Israeli",,176
3291,Japanese,"Japanese, Asian, Sushi",Vegetarian Friendly,230
3292,Italian,Italian,,1603
3293,European,European,,
3294,French,French,,
3295,Italian,"Italian, Pizza",,1008
3296,Dine With a Local Chef,"French, Fusion, International",,5
3297,French,"French, Lebanese, Mediterranean, European, Central European",,
3298,Quick Bites,Cafe,,
3299,Unknown,,,
3300,American,"American, Fast Food",,
3301,Bakeries,French,,110
3302,French,"French, Bar, Cafe, Contemporary, Pub, Healthy",,5487
3303,European,"European, Central European",,3867
3304,French,"French, Bar, European",,2164
3305,French,"French, Bar, European",Vegetarian Friendly,3209
3306,Italian,Italian,Vegetarian Friendly,584
3307,French,French,,3535
3308,Asian,"Asian, Thai","Vegetarian Friendly, Vegan Options, Gluten Free Options",1327
3309,Unknown,,,
3310,Moroccan,"Moroccan, Mediterranean, Grill, Tunisian, Arabic",,178
3311,Unknown,,,
3312,Unknown,,,
3313,Cafe,Cafe,,751
3314,French,French,,4167
3315,Italian,"French, Pizza, Italian",,266
3316,Chinese,"Chinese, Asian",Vegetarian Friendly,152
3317,Bakeries,,,71
3318,Unknown,,,
3319,Lebanese,"Lebanese, Mediterranean, Middle Eastern",Vegetarian Friendly,75
3320,Indian,"Indian, Middle Eastern, Pakistani",Vegetarian Friendly,179
3321,French,"European, French",,
3322,French,"French, Deli",,5968
3323,Unknown,,,
3324,Unknown,,,
3325,Indian,Indian,Vegetarian Friendly,263
3326,Pub,Pub,,592
3327,European,European,,3003
3328,Cafe,Cafe,,
3329,French,"French, European, Bar",,381
3330,French,French,,3123
3331,Unknown,,,
3332,Japanese,"Japanese, Sushi, Asian",,628
3333,Unknown,,,
3334,French,French,,6418
3335,Bakeries,,,171
3336,Italian,"Italian, French, Mediterranean, European","Vegetarian Friendly, Vegan Options",94
3337,Mediterranean,"Turkish, Mediterranean, Middle Eastern",Vegetarian Friendly,688
3338,Japanese,"Japanese, Fusion, Asian, Thai",Vegetarian Friendly,
3339,French,"French, European, Wine Bar",,259
3340,French,"French, Bar, European",,3264
3341,French,"French, Bar, Pub",,2803
3342,Unknown,,,
3343,Italian,Italian,,532
3344,Chinese,"Chinese, Japanese, Asian, Thai, Vietnamese",,414
3345,Italian,"Italian, Bar, European, Wine Bar",Vegetarian Friendly,707
3346,French,French,,5077
3347,Dessert,"Cafe, French",,150
3348,Unknown,Cafe,,
3349,Unknown,,,
3350,Italian,"Italian, Pizza, Mediterranean, European",Vegetarian Friendly,393
3351,Unknown,"Asian, Korean",,
3352,Unknown,,,
3353,Unknown,,,
3354,Unknown,"Asian, Korean",,
3355,Unknown,"Asian, Korean",,
3356,Asian,"Asian, Korean",,
3357,Unknown,Barbecue,,
3358,Unknown,"Asian, Korean",,
3359,Unknown,Cafe,,
3360,Unknown,Cafe,,
3361,Unknown,,,
3362,Unknown,"American, Cafe",,
3363,Unknown,,,
3364,Unknown,,,
3365,Unknown,,,
3366,Chinese,"Chinese, Asian",,83
3367,Unknown,,,
3368,French,French,,
3369,Pizza,Pizza,,620
3370,French,"French, Contemporary",,6064
3371,American,"American, Fast Food",,269
3372,Unknown,,,
3373,African,African,,111
3374,Asian,"Asian, Malaysian",,
3375,African,"Cajun & Creole, African",,79
3376,Japanese,"Asian, Japanese, Sushi",,487
3377,French,"French, European",,5382
3378,Pizza,Pizza,,778
3379,Asian,"Asian, Korean",,2770
3380,Unknown,,,
3381,Unknown,,,
3382,Brew Pub,"Brew Pub, Pub",,15
3383,French,"French, European",Vegetarian Friendly,
3384,French,"French, Indian",,4927
3385,Chinese,"Chinese, Asian",,608
3386,French,"French, Bar, Seafood, European, Wine Bar",,3588
3387,Japanese,"Japanese, Sushi, Asian",,261
3388,Asian,"Thai, Asian",,1400
3389,Unknown,,,
3390,Asian,"Asian, Vietnamese",Vegetarian Friendly,443
3391,French,"French, Cafe, European, Street Food, Soups",,4034
3392,French,"French, American, International",Vegan Options,
3393,Unknown,,,
3394,Asian,"Asian, Vietnamese","Vegetarian Friendly, Vegan Options",
3395,Italian,Italian,,1485
3396,French,"French, Cafe",,2497
3397,Fast Food,Fast Food,,661
3398,Cafe,"Cafe, European",Vegetarian Friendly,
3399,French,"Pub, Gastropub, French",,6345
3400,French,French,Vegetarian Friendly,4559
3401,Cafe,Cafe,,
3402,Italian,Italian,,896
3403,Unknown,French,,
3404,French,French,,5521
3405,Seafood,Seafood,,182
3406,French,"French, European, Bar, Pub, Diner, Dining bars",Vegetarian Friendly,3002
3407,Unknown,,,
3408,Lebanese,"Lebanese, Mediterranean",,237
3409,French,French,,
3410,Italian,"Italian, Pizza, Neapolitan, Campania, Southern-Italian",Vegetarian Friendly,184
3411,French,"French, Cafe, Diner, Wine Bar, Dining bars",,5640
3412,French,"French, European, Grill, Barbecue",,157
3413,French,French,,2809
3414,Unknown,International,,
3415,French,"French, European",,6770
3416,Unknown,,,
3417,Turkish,Turkish,,89
3418,Street Food,Street Food,,
3419,Asian,"Asian, Korean",,1431
3420,French,French,,2375
3421,Italian,"Italian, Pizza, Cafe",,761
3422,Unknown,,,
3423,French,"French, Cafe, Fast Food, Street Food",,3006
3424,African,African,,138
3425,French,"French, European",Vegetarian Friendly,2657
3426,International,International,,178
3427,Unknown,,,
3428,Bar,"Bar, International, Barbecue, Asian, Korean, Pub",,1121
3429,French,"French, Bar, Pub, Wine Bar",,5512
3430,Unknown,,,
3431,French,"Cajun & Creole, French, American",Vegetarian Friendly,2179
3432,French,"French, Seafood, European",,1891
3433,French,French,,6042
3434,Italian,"Italian, French, European",,1124
3435,French,French,,5184
3436,Italian,"Italian, Pizza",,1560
3437,Lebanese,"Lebanese, Middle Eastern, Mediterranean","Vegetarian Friendly, Vegan Options",
3438,French,French,,5354
3439,Unknown,,,
3440,Lebanese,"Lebanese, Mediterranean",,
3441,Unknown,,,
3442,European,European,Vegan Options,3088
3443,Greek,Greek,Vegetarian Friendly,34
3444,Unknown,,,
3445,Unknown,,,
3446,Japanese,"Japanese, Sushi, Asian",,553
3447,Japanese,Japanese,,717
3448,Dessert,,,142
3449,Chinese,"Chinese, Asian, Taiwanese",,
3450,French,French,,4154
3451,Japanese,Japanese,,545
3452,Asian,"Asian, Cambodian",Vegetarian Friendly,597
3453,French,French,,6322
3454,French,French,,4798
3455,Cajun & Creole,Cajun & Creole,,
3456,Mexican,"Mexican, Latin",,67
3457,Unknown,,,
3458,Unknown,,,
3459,French,French,,
3460,Asian,"Korean, Asian, Contemporary",,362
3461,Japanese,"Japanese, Asian",,661
3462,Japanese,"Japanese, Asian, Fusion",,27
3463,Unknown,African,,
3464,French,"French, Wine Bar",,
3465,Italian,"Italian, Mediterranean, Sicilian, Southern-Italian",,11
3466,Italian,"Healthy, Italian, Pizza, Mediterranean, Sicilian, Southern-Italian",,795
3467,Unknown,,,
3468,Asian,"Asian, Korean",,1859
3469,Chinese,"Vietnamese, Chinese, Asian, Korean",,372
3470,French,"French, Fast Food, Deli, Grill, Street Food",,
